Time [ms], Peak Frequency [Hz], Duty Cycle, Energy, WindowRMS
1505233886437,5310.05859375,0.4509148611649535,1.977565412842117,0.011132901456880989
1505233886438,5310.05859375,0.4562734031427585,2.742360891949296,0.010810821833034933
1505233886439,5310.05859375,0.4678436756672311,4.061575898573483,0.011033909167864626
1505233886440,5310.05859375,0.47854177727009634,5.727754302801466,0.011696479624783164
1505233886441,5310.05859375,0.4777410422941767,7.320215587239528,0.012734114151601821
1505233886442,5310.05859375,0.5298557824367135,8.394433048848745,0.014048790349036807
1505233886443,5310.05859375,0.5832100029062185,8.637609438903409,0.01522307719294577
1505233886444,5310.05859375,0.5809250057262384,8.004364536645967,0.01634764816149482
1505233886445,5310.05859375,0.6390462479986083,6.796350233761154,0.017543767131141638
1505233886446,5310.05859375,0.7012454991870205,5.506865649132445,0.018744903499123073
1505233886447,5310.05859375,0.7621377502820148,4.606219281812765,0.01991266994177781
1505233886448,5310.05859375,0.8197483665102707,4.306677725960271,0.020794348875896384
1505233886449,5310.05859375,0.8702695840970209,4.488801327418395,0.02152132227689368
1505233886450,5310.05859375,0.9037879404492617,4.844628151329215,0.021933771758534355
1505233886451,5310.05859375,0.9157176760796296,5.058065488835432,0.02206374240615394
1505233886452,5310.05859375,0.9002751233958458,4.878388872558916,0.021922911936667556
1505233886453,5310.05859375,0.8684792105417933,4.2949340458524174,0.02159502358164621
1505233886454,5310.05859375,0.8477583001711612,3.4638336462775157,0.021287014621494942
1505233886455,5310.05859375,0.8457127082648394,2.586859326375678,0.021251071929257664
1505233886456,5310.05859375,0.8532251350549632,1.8735059015975815,0.021707555348682614
1505233886457,5310.05859375,0.7920128171740517,1.4587286310582799,0.022489880099641875
1505233886458,5371.09375,0.7736001955374148,1.3972308656595949,0.02331222914602413
1505233886459,5371.09375,0.7615439055652047,1.7071034958902742,0.02424747707374409
1505233886460,5371.09375,0.7383436526892321,2.293288870168664,0.025381053424353924
1505233886461,5371.09375,0.756940301859154,3.031197041590744,0.026059446943925327
1505233886462,5371.09375,0.7723342847524198,3.741350322447774,0.02660945978574359
1505233886463,5371.09375,0.7813489662026459,4.2352722812140255,0.026922843200470274
1505233886464,5371.09375,0.7913305174629642,4.357166972080187,0.027246034473506844
1505233886465,5371.09375,0.8003647522356525,4.088710859174288,0.027508241850192714
1505233886466,5371.09375,0.8073510463882542,3.591893435363029,0.027679627920812837
1505233886467,5371.09375,0.8161674355560877,3.110258445293279,0.027845462517016726
1505233886468,5371.09375,0.8313129832909543,2.842225107173064,0.028039518096795637
1505233886470,5371.09375,0.8511454504240983,2.837363583120271,0.02822269367472169
1505233886471,5371.09375,0.8359028558311222,3.0320355680983853,0.028026561700871002
1505233886472,5371.09375,0.7920027678867556,3.341755009496819,0.027331164879700647
1505233886473,5371.09375,0.7388745913715483,3.6816547259977797,0.0262687893106548
1505233886474,5371.09375,0.6861013736364976,3.998265123000899,0.024913965705948685
1505233886475,5371.09375,0.639472577556874,4.234323057689007,0.02345669987323123
1505233886476,5371.09375,0.6112292041831285,4.313270153705446,0.021934261629012713
1505233886477,5371.09375,0.6475700219526929,4.154610854048574,0.020921525379828075
1505233886478,5371.09375,0.6500555300887045,3.715265228213398,0.020657225398697122
1505233886479,5371.09375,0.6527008516543523,3.101781901512459,0.02065431888359384
1505233886480,5371.09375,0.6506233931361322,2.5877456328663553,0.02087702877882992
1505233886481,5432.12890625,0.6563704551915226,2.6168520914030093,0.021104952394903474
1505233886482,5432.12890625,0.6660848850284394,3.14120424301274,0.021442729287507987
1505233886483,5432.12890625,0.6870845731134155,4.086627474706729,0.022121388681618077
1505233886485,5432.12890625,0.7179376640412439,5.130586567431734,0.023006131723160805
1505233886486,5432.12890625,0.7744585002699836,5.895019813886892,0.024248642836831414
1505233886487,5432.12890625,0.8061308004959572,6.096859458592889,0.024746457960774713
1505233886488,5432.12890625,0.8382391183692072,5.6758593094064524,0.02512786653386288
1505233886489,5432.12890625,0.8591737898432195,4.830836321156557,0.025314844158263537
